"enhancer","triplet_pairs","cum_abs_estimate_out","cum_abs_estimate_in","n_regulating_TFs","n_regulated_genes","n_regulated_promoters","source_measurement_types","is_expressed","is_mediating","cum_abs_estimate_total","pareto","label"
"chr6_138682674_138683824",2,0.140498354328269,1.1854035481875,2,1,1,"aCRE",FALSE,TRUE,1.32590190251577,FALSE,""
"chr6_141105240_141106190",2,0.112574432351971,0.648819340660211,2,1,1,"aCRE",TRUE,TRUE,0.761393773012182,FALSE,""
"chr6_142795555_142797225",2,0.292125544716569,0.274742504783347,1,2,2,"aCRE",FALSE,TRUE,0.566868049499916,FALSE,""
"chr6_143601085_143601992",2,0.486296173422349,0.568696559236228,1,2,2,"aCRE",FALSE,TRUE,1.05499273265858,FALSE,""
"chr6_143958648_143959587",2,0.374717633040519,0.502989519566777,1,2,2,"aCRE",FALSE,TRUE,0.877707152607295,FALSE,""
"chr6_144329493_144331193",2,0.241357080891307,1.08863029701623,2,1,1,"tCRE",TRUE,TRUE,1.32998737790754,FALSE,""
"chr6_146330750_146331647",2,0.280793868913759,0.321202747068129,1,2,2,"aCRE",FALSE,TRUE,0.601996615981888,FALSE,""
"chr6_147438828_147439706",2,0.307600941359303,0.616050854306642,1,2,2,"aCRE",FALSE,TRUE,0.923651795665945,FALSE,""
"chr6_148599698_148600618",2,0.514427672307107,0.437738494944105,1,2,2,"aCRE",TRUE,TRUE,0.952166167251212,FALSE,""
"chr6_149093937_149094830",2,0.321872444594888,0.408486591785929,1,2,2,"aCRE",TRUE,TRUE,0.730359036380817,FALSE,""
"chr6_150267772_150268793",2,0.293591925904916,0.807029618877077,1,2,2,"aCRE,tCRE",TRUE,TRUE,1.10062154478199,FALSE,""
"chr6_150878309_150879356",2,0.375075489929829,0.243641638664262,1,2,2,"aCRE",FALSE,TRUE,0.618717128594091,FALSE,""
"chr6_150712505_150715933",2,0.445380823075545,0.574296338773105,2,1,1,"aCRE",FALSE,TRUE,1.01967716184865,FALSE,""
"chr6_150775239_150776100",2,0.39338570331598,0.618738086623914,2,1,1,"aCRE",TRUE,TRUE,1.01212378993989,FALSE,""
"chr6_151093556_151094469",2,0.121683631496065,0.692097794199508,2,1,1,"aCRE",FALSE,TRUE,0.813781425695573,FALSE,""
"chr6_152562849_152563739",2,0.292411918704388,0.6549566991317,1,1,2,"tCRE",TRUE,TRUE,0.947368617836088,FALSE,""
"chr6_153571597_153572500",2,0.19890194001961,0.522244860430914,2,1,1,"aCRE",FALSE,TRUE,0.721146800450524,FALSE,""
"chr6_158464217_158465114",2,0.282381670467557,0.323981152442744,1,2,2,"aCRE",FALSE,TRUE,0.606362822910301,FALSE,""
"chr6_158677954_158678982",2,0.291975862454274,0.271183150126511,1,2,2,"aCRE",FALSE,TRUE,0.563159012580785,FALSE,""
"chr6_158769519_158770452",2,0.109284964176904,0.658705719687837,2,1,1,"aCRE",TRUE,TRUE,0.767990683864741,FALSE,""
"chr6_159794725_159795605",2,0.31547294718957,0.513209952617243,1,2,2,"aCRE",FALSE,TRUE,0.828682899806813,FALSE,""
"chr6_161167961_161168979",2,0.26570517469448,1.11921698211909,2,1,1,"aCRE",FALSE,TRUE,1.38492215681357,FALSE,""
"chr6_161199630_161201491",2,0.195497297829827,0.548434057864041,2,1,1,"aCRE",TRUE,TRUE,0.743931355693868,FALSE,""
"chr6_15922218_15923210",2,0.243849908408808,0.691249272733831,2,1,1,"aCRE",FALSE,TRUE,0.935099181142639,FALSE,""
"chr6_166490779_166491530",2,0.281955317895502,0.464976081276593,1,2,2,"aCRE",FALSE,TRUE,0.746931399172095,FALSE,""
"chr6_166417023_166417929",2,0.190923967046204,1.27275191512492,2,1,1,"aCRE",FALSE,TRUE,1.46367588217112,FALSE,""
"chr6_167341764_167342749",2,0.330778440043739,0.259492648084053,1,2,2,"aCRE",FALSE,TRUE,0.590271088127791,FALSE,""
"chr6_167163210_167164101",2,0.56443524812742,0.637780228475325,1,2,2,"aCRE",TRUE,TRUE,1.20221547660274,FALSE,""
"chr6_167441698_167442854",2,0.469044214706313,0.596424731665743,1,2,2,"aCRE",TRUE,TRUE,1.06546894637206,FALSE,""
"chr6_168143008_168143929",2,0.111605843499361,0.973647176313234,2,1,1,"aCRE",FALSE,TRUE,1.0852530198126,FALSE,""
"chr6_16804925_16806038",2,0.195050438752471,0.730255722546864,2,1,1,"aCRE",TRUE,TRUE,0.925306161299335,FALSE,""
"chr6_169826999_169827931",2,0.470616179670343,0.461160360291393,1,2,2,"aCRE",FALSE,TRUE,0.931776539961736,FALSE,""
"chr6_17200182_17201075",2,0.324157481295782,0.411827649062615,1,2,2,"aCRE",FALSE,TRUE,0.735985130358397,FALSE,""
"chr6_17392125_17392855",2,0.285629724470358,0.275144400970055,1,2,2,"aCRE",FALSE,TRUE,0.560774125440414,FALSE,""
"chr6_18394947_18395857",2,0.38855088249276,0.476047093134417,1,2,2,"aCRE",FALSE,TRUE,0.864597975627177,FALSE,""
"chr6_19210982_19211887",2,0.356739594863787,0.245157606857784,1,2,2,"aCRE",FALSE,TRUE,0.601897201721571,FALSE,""
"chr6_19663338_19664131",2,0.429075975212698,0.652561078146815,1,2,2,"aCRE",FALSE,TRUE,1.08163705335951,FALSE,""
"chr6_19718443_19719053",2,0.35159499901277,0.426547097728358,1,2,2,"aCRE",TRUE,TRUE,0.778142096741128,FALSE,""
"chr6_21132657_21134553",2,0.272895544706895,0.458227498417789,1,2,2,"aCRE",TRUE,TRUE,0.731123043124684,FALSE,""
"chr6_21890707_21891699",2,0.258893059573476,0.383037982534348,1,2,2,"aCRE",FALSE,TRUE,0.641931042107824,FALSE,""
"chr6_21769254_21770230",2,0.145571740350861,0.905533836331064,2,1,1,"aCRE",TRUE,TRUE,1.05110557668193,FALSE,""
"chr6_24240258_24241150",2,0.143226543922291,0.685512072685386,2,1,1,"aCRE",FALSE,TRUE,0.828738616607677,FALSE,""
"chr6_24864119_24865024",2,0.10636786702952,0.620871435430141,2,1,1,"aCRE",TRUE,TRUE,0.727239302459661,FALSE,""
"chr6_25626719_25627631",2,0.305604877425761,0.486201580032742,1,2,2,"aCRE",FALSE,TRUE,0.791806457458503,FALSE,""
"chr6_25962102_25964198",2,0.479117454079396,0.330356309844709,1,2,2,"aCRE",TRUE,TRUE,0.809473763924105,FALSE,""
"chr6_25835503_25836481",2,0.170442686759941,0.612342442847027,2,1,1,"aCRE",FALSE,TRUE,0.782785129606968,FALSE,""
"chr6_26455376_26456265",2,0.589935202352763,0.374176099309454,1,2,2,"aCRE",FALSE,TRUE,0.964111301662217,FALSE,""
"chr6_27764911_27765816",2,0.240679860855526,0.476481395005012,1,2,2,"aCRE",FALSE,TRUE,0.717161255860538,FALSE,""
"chr6_2869270_2870157",2,0.257208198851245,0.438481353790925,1,2,2,"aCRE",TRUE,TRUE,0.695689552642169,FALSE,""
"chr6_2853572_2854463",2,0.293999804262283,0.294712351697373,1,2,2,"aCRE",FALSE,TRUE,0.588712155959656,FALSE,""
"chr6_28771429_28772292",2,0.25109604538549,0.249448081858166,1,2,2,"aCRE",FALSE,TRUE,0.500544127243657,FALSE,""
"chr6_2921347_2922349",2,0.561855590333572,0.289077843345118,1,2,2,"aCRE",FALSE,TRUE,0.85093343367869,FALSE,""
"chr6_30206807_30207854",2,0.326494459838534,0.287543538463461,1,2,2,"aCRE",FALSE,TRUE,0.614037998301995,FALSE,""
"chr6_30843753_30844665",2,0.234280266593008,0.470379692509789,1,2,2,"aCRE",FALSE,TRUE,0.704659959102797,FALSE,""
"chr6_30845073_30845855",2,0.231627198852363,0.433070991805259,1,2,2,"aCRE",FALSE,TRUE,0.664698190657622,FALSE,""
"chr6_32140234_32141147",2,0.232608569960032,0.257019244678162,1,2,2,"aCRE",FALSE,TRUE,0.489627814638194,FALSE,""
"chr6_33051939_33052905",2,0.414261300200512,0.301681619780723,1,2,2,"aCRE",FALSE,TRUE,0.715942919981235,FALSE,""
"chr6_33547101_33548015",2,0.141100977265168,0.59273412828251,2,1,1,"aCRE",FALSE,TRUE,0.733835105547679,FALSE,""
"chr6_33771143_33772191",2,0.334167091965692,0.249604942397288,1,2,2,"aCRE",FALSE,TRUE,0.58377203436298,FALSE,""
"chr6_34131370_34132220",2,0.279225427797655,0.255501087158487,1,2,2,"aCRE",TRUE,TRUE,0.534726514956142,FALSE,""
"chr6_33746019_33746947",2,0.308610663568623,0.303850682776266,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.612461346344889,FALSE,""
"chr6_35534173_35535189",2,0.312162320666583,0.438746432078958,1,2,2,"aCRE",FALSE,TRUE,0.750908752745541,FALSE,""
"chr6_35984465_35985381",2,0.335278216561752,0.460314062158158,1,2,2,"aCRE",FALSE,TRUE,0.795592278719909,FALSE,""
"chr6_36561714_36562594",2,0.283261822262815,0.393927554490547,1,2,2,"aCRE",FALSE,TRUE,0.677189376753361,FALSE,""
"chr6_3803447_3804414",2,0.532087854195342,0.291579928117076,1,2,2,"aCRE",FALSE,TRUE,0.823667782312418,FALSE,""
"chr6_3825190_3826559",2,0.193203437323033,0.697490920912883,2,1,1,"aCRE",FALSE,TRUE,0.890694358235916,FALSE,""
"chr6_38149208_38150259",2,0.158176582841231,0.542514413047351,2,1,1,"aCRE",FALSE,TRUE,0.700690995888582,FALSE,""
"chr6_582024_582976",2,0.370403108290547,0.425329326941068,1,2,2,"aCRE",FALSE,TRUE,0.795732435231614,FALSE,""
"chr6_40285877_40286688",2,0.661762222608365,0.657314337020498,1,2,2,"aCRE,tCRE",TRUE,TRUE,1.31907655962886,FALSE,""
"chr6_40485066_40486365",2,0.291703637857181,0.744307324002825,2,1,1,"aCRE",FALSE,TRUE,1.03601096186001,FALSE,""
"chr6_40936630_40937631",2,0.117985710497011,0.689196704520195,2,1,1,"aCRE",FALSE,TRUE,0.807182415017205,FALSE,""
"chr6_4426673_4427656",2,0.583642459482736,0.54957009560517,1,2,2,"aCRE",FALSE,TRUE,1.13321255508791,FALSE,""
"chr6_41502623_41503568",2,0.317355095743642,0.307529490100963,1,2,2,"aCRE",TRUE,TRUE,0.624884585844605,FALSE,""
"chr6_41555289_41556196",2,0.279566466697365,0.358634508761125,1,2,2,"aCRE",FALSE,TRUE,0.63820097545849,FALSE,""
"chr6_42125410_42126305",2,0.356398570629343,0.865291141690411,2,1,1,"aCRE",FALSE,TRUE,1.22168971231975,FALSE,""
"chr6_43489320_43490217",2,0.268075375762055,0.295354980825891,1,2,2,"aCRE",FALSE,TRUE,0.563430356587946,FALSE,""
"chr6_44001033_44001781",2,0.260596339303137,0.523097395075229,1,2,2,"aCRE",TRUE,TRUE,0.783693734378366,FALSE,""
"chr6_44341207_44342114",2,0.302117778942273,0.32679627514839,1,2,2,"aCRE",FALSE,TRUE,0.628914054090663,FALSE,""
"chr6_46749459_46750349",2,0.393538788264414,0.689451738659936,1,2,2,"aCRE",FALSE,TRUE,1.08299052692435,FALSE,""
"chr6_47401424_47402321",2,0.462202376630414,0.245753098072662,1,2,2,"aCRE",TRUE,TRUE,0.707955474703076,FALSE,""
"chr6_49966005_49966989",2,0.426363568490756,0.598289373476414,1,2,2,"aCRE",FALSE,TRUE,1.02465294196717,FALSE,""
"chr6_50935990_50936969",2,0.186724903538659,0.711208648759623,2,1,1,"aCRE",FALSE,TRUE,0.897933552298282,FALSE,""
"chr6_50797104_50797964",2,0.107077683115109,0.77400093010626,2,1,1,"aCRE",FALSE,TRUE,0.881078613221369,FALSE,""
"chr6_51152268_51153362",2,0.346259452901248,0.850896446101606,2,1,1,"aCRE",FALSE,TRUE,1.19715589900285,FALSE,""
"chr6_5438740_5439602",2,0.255416540076239,0.609561158918032,1,2,2,"aCRE",TRUE,TRUE,0.864977698994271,FALSE,""
"chr6_52076741_52077690",2,0.454404062892221,0.261522978442408,1,2,2,"aCRE",TRUE,TRUE,0.715927041334629,FALSE,""
"chr6_53765032_53765959",2,0.119529145759685,0.91129678354924,2,1,1,"aCRE",FALSE,TRUE,1.03082592930892,FALSE,""
"chr6_54856970_54857864",2,0.232028150160426,0.628420867092762,2,1,1,"aCRE",FALSE,TRUE,0.860449017253188,FALSE,""
"chr6_55171549_55172427",2,0.3265307260091,0.503014657607252,2,1,1,"aCRE",FALSE,TRUE,0.829545383616352,FALSE,""
"chr6_55860979_55861910",2,0.30357366855117,0.475147608251608,1,2,2,"aCRE",FALSE,TRUE,0.778721276802778,FALSE,""
"chr6_56243816_56244715",2,0.160009651687993,0.566939514738814,2,1,1,"aCRE",FALSE,TRUE,0.726949166426807,FALSE,""
"chr6_55557043_55557935",2,0.126938259974083,0.650710510233546,2,1,1,"aCRE",FALSE,TRUE,0.777648770207629,FALSE,""
"chr6_56025632_56026646",2,0.47769829152913,0.69743301445711,2,1,1,"aCRE",FALSE,TRUE,1.17513130598624,FALSE,""
"chr6_56913093_56913937",2,0.251636241905653,0.453722964774339,1,2,2,"aCRE",FALSE,TRUE,0.705359206679992,FALSE,""
"chr6_57013120_57014030",2,0.366784284341798,0.47768924705888,1,2,2,"aCRE",FALSE,TRUE,0.844473531400678,FALSE,""
"chr6_57069727_57070671",2,0.343572368817633,0.271579313798606,1,2,2,"aCRE",FALSE,TRUE,0.615151682616239,FALSE,""
"chr6_5840476_5841400",2,0.333331504762269,0.328766929496747,1,2,2,"aCRE",TRUE,TRUE,0.662098434259016,FALSE,""
"chr6_5827173_5828627",2,0.403308050054617,0.343884658053499,1,2,2,"aCRE",FALSE,TRUE,0.747192708108116,FALSE,""
"chr6_63864582_63865625",2,0.556098532254167,0.374063161788455,1,2,2,"aCRE",TRUE,TRUE,0.930161694042622,FALSE,""
"chr6_70051456_70052357",2,0.41888252679461,0.583263161034185,2,1,1,"aCRE",FALSE,TRUE,1.00214568782879,FALSE,""
"chr6_71034356_71035257",2,0.121150807389774,0.762598160767439,2,1,1,"aCRE",FALSE,TRUE,0.883748968157213,FALSE,""
"chr6_72216133_72217246",2,0.797239732292072,0.679564821350504,2,1,1,"aCRE,tCRE",TRUE,TRUE,1.47680455364258,FALSE,""
"chr6_73394559_73395514",2,0.335425291114327,0.34442905656756,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.679854347681887,FALSE,""
"chr6_7446350_7447384",2,0.123657750123935,0.569044544451905,2,1,1,"aCRE",FALSE,TRUE,0.692702294575841,FALSE,""
"chr6_75115209_75116160",2,0.24201451390017,0.332799884484991,1,2,2,"aCRE",TRUE,TRUE,0.574814398385161,FALSE,""
"chr6_75467203_75468656",2,0.247188436956662,0.255657612745873,1,2,2,"aCRE",FALSE,TRUE,0.502846049702535,FALSE,""
"chr6_7683846_7685522",2,0.332845850490642,0.501650947893282,1,2,2,"aCRE",FALSE,TRUE,0.834496798383923,FALSE,""
"chr6_7347310_7348393",2,0.141123933664102,0.641002912414519,2,1,1,"tCRE",TRUE,TRUE,0.782126846078621,FALSE,""
"chr6_7468165_7469233",2,0.155918514375982,0.53753921319347,2,1,1,"aCRE",FALSE,TRUE,0.693457727569452,FALSE,""
"chr6_7762392_7763281",2,0.398208059164663,0.361687069128642,1,2,2,"aCRE",FALSE,TRUE,0.759895128293304,FALSE,""
"chr6_7420845_7421745",2,0.256680424039045,0.658961823566239,1,2,2,"aCRE",FALSE,TRUE,0.915642247605283,FALSE,""
"chr6_75783182_75784071",2,0.110626740919381,0.691822854079214,2,1,1,"aCRE",FALSE,TRUE,0.802449594998595,FALSE,""
"chr6_75524103_75525074",2,0.118416701824458,0.519080505431643,2,1,1,"aCRE",FALSE,TRUE,0.637497207256101,FALSE,""
"chr6_76110675_76111584",2,0.145935826534432,0.636239771234811,2,1,1,"aCRE",TRUE,TRUE,0.782175597769243,FALSE,""
"chr6_76562230_76563046",2,0.503390289782645,0.294621861527258,1,2,2,"aCRE",FALSE,TRUE,0.798012151309902,FALSE,""
"chr6_79544711_79545635",2,0.325034753912817,0.40480365507795,1,2,2,"aCRE",TRUE,TRUE,0.729838408990767,FALSE,""
"chr6_79604479_79605651",2,0.110053691915403,0.695391263201598,2,1,1,"aCRE",FALSE,TRUE,0.805444955117002,FALSE,""
"chr6_8383342_8384855",2,0.315790098069059,0.370579662793611,1,2,2,"aCRE",FALSE,TRUE,0.686369760862671,FALSE,""
"chr6_82739014_82740599",2,0.242228865518234,0.34606251560919,1,2,2,"aCRE",TRUE,TRUE,0.588291381127423,FALSE,""
"chr6_87066256_87067356",2,0.295547491239285,0.467861935869901,1,2,2,"aCRE",FALSE,TRUE,0.763409427109186,FALSE,""
"chr6_88002851_88003782",2,0.622735226867937,0.280976267846016,1,2,2,"aCRE",TRUE,TRUE,0.903711494713953,FALSE,""
"chr6_88965446_88966342",2,0.285795645734738,0.258484545331071,1,2,2,"aCRE",FALSE,TRUE,0.544280191065808,FALSE,""
"chr6_89288591_89289476",2,0.334154649431673,0.484080684252448,1,2,2,"aCRE",FALSE,TRUE,0.81823533368412,FALSE,""
"chr6_89281529_89282534",2,0.277462585277168,0.244529274324112,1,2,2,"aCRE",FALSE,TRUE,0.52199185960128,FALSE,""
"chr6_89321200_89322079",2,0.309012839772212,0.306552350305207,1,2,2,"aCRE",FALSE,TRUE,0.615565190077419,FALSE,""
"chr6_89678376_89679176",2,0.29561361583693,0.291131693631854,1,2,2,"aCRE",FALSE,TRUE,0.586745309468784,FALSE,""
"chr6_89660658_89661571",2,0.217900254499263,0.529616443637567,2,1,1,"aCRE",FALSE,TRUE,0.747516698136831,FALSE,""
"chr6_89799420_89800324",2,0.110266105676658,0.558646192499835,2,1,1,"aCRE",FALSE,TRUE,0.668912298176493,FALSE,""
"chr6_90218062_90219027",2,0.265503153267095,0.259000410639455,1,2,2,"aCRE",TRUE,TRUE,0.524503563906551,FALSE,""
"chr6_90194453_90196056",2,0.165315476932161,0.653861449162997,2,1,1,"aCRE",FALSE,TRUE,0.819176926095158,FALSE,""
"chr6_91387387_91388283",2,0.125752070927706,0.554048477948894,2,1,1,"aCRE",FALSE,TRUE,0.6798005488766,FALSE,""
"chr6_95830909_95831777",2,0.867770539393964,0.6756929501866,1,2,2,"aCRE,tCRE",TRUE,TRUE,1.54346348958056,FALSE,""
"chr6_97784522_97785410",2,0.16039893007483,0.55978158095525,2,1,1,"aCRE",TRUE,TRUE,0.72018051103008,FALSE,""
"chr6_98039359_98040620",2,0.13366409824609,0.552069300556392,2,1,1,"aCRE",TRUE,TRUE,0.685733398802483,FALSE,""
"chr6_98525592_98526506",2,0.450599702362614,0.363414080039492,1,2,2,"aCRE",FALSE,TRUE,0.814013782402107,FALSE,""
"chr6_98766186_98767093",2,0.109789864164763,1.051556943017,2,1,1,"aCRE",FALSE,TRUE,1.16134680718176,FALSE,""
"chr6_98746898_98747798",2,0.127426246876937,0.687725565264849,2,1,1,"aCRE",FALSE,TRUE,0.815151812141786,FALSE,""
"chr7_99839397_99840250",2,0.33386362415988,0.507681906146537,1,2,2,"aCRE",TRUE,TRUE,0.841545530306417,FALSE,""
"chr7_100370036_100370955",2,0.286217582499762,0.422039533338931,1,2,2,"aCRE",FALSE,TRUE,0.708257115838694,FALSE,""
"chr7_100929048_100930044",2,0.235768753478571,0.551225269765034,1,2,2,"aCRE",FALSE,TRUE,0.786994023243605,FALSE,""
"chr7_100948912_100950053",2,0.293593664275556,0.345969368829476,1,2,2,"aCRE",TRUE,TRUE,0.639563033105032,FALSE,""
"chr7_101121683_101122600",2,0.319723186804699,0.40183617491877,1,2,2,"aCRE",FALSE,TRUE,0.721559361723469,FALSE,""
"chr7_101436942_101437904",2,0.285180335253674,0.414632631321623,1,2,2,"aCRE",FALSE,TRUE,0.699812966575297,FALSE,""
"chr7_101386448_101387467",2,0.160203097091438,0.566230019115601,2,1,1,"aCRE",TRUE,TRUE,0.726433116207038,FALSE,""
"chr7_102044852_102045723",2,0.148452360540983,0.625009085141347,2,1,1,"aCRE",FALSE,TRUE,0.77346144568233,FALSE,""
"chr7_102097449_102098395",2,0.348996362780516,0.651431001940448,1,2,2,"aCRE",FALSE,TRUE,1.00042736472096,FALSE,""
"chr7_102331724_102332624",2,0.292283650465416,0.415748249167274,1,2,2,"aCRE",FALSE,TRUE,0.70803189963269,FALSE,""
"chr7_103681758_103682643",2,0.120481479093682,1.3458181522981,2,1,1,"aCRE",TRUE,TRUE,1.46629963139178,FALSE,""
"chr7_103797488_103798406",2,0.24039628845177,0.717032349639803,2,1,1,"aCRE",FALSE,TRUE,0.957428638091573,FALSE,""
"chr7_105688809_105689883",2,0.108547228585276,0.738468549505563,2,1,1,"aCRE",TRUE,TRUE,0.847015778090839,FALSE,""
"chr7_105696738_105697656",2,0.320826563667404,0.514769002792829,1,2,2,"aCRE",TRUE,TRUE,0.835595566460234,FALSE,""
"chr7_105638695_105639743",2,0.334241235144613,0.309960791666302,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.644202026810915,FALSE,""
"chr7_105849054_105850096",2,0.2667550236724,0.734863470063087,1,2,2,"aCRE",TRUE,TRUE,1.00161849373549,FALSE,""
"chr7_107224193_107225205",2,1.72048895167523,0.286418289571378,1,2,2,"aCRE",FALSE,TRUE,2.00690724124661,FALSE,""
"chr7_108038525_108039447",2,0.446628216647392,0.347162162955682,1,2,2,"aCRE",FALSE,TRUE,0.793790379603074,FALSE,""
"chr7_10908285_10909195",2,0.533776998365113,0.242845346859251,1,2,2,"aCRE",TRUE,TRUE,0.776622345224363,FALSE,""
"chr7_110944736_110945619",2,0.106950759908411,0.522180745623419,2,1,1,"aCRE",FALSE,TRUE,0.629131505531831,FALSE,""
"chr7_110973184_110974304",2,0.140262991991395,0.840604311578495,2,1,1,"aCRE",FALSE,TRUE,0.98086730356989,FALSE,""
"chr7_112249737_112250636",2,0.277990362103157,0.447996769527516,1,2,2,"aCRE",FALSE,TRUE,0.725987131630673,FALSE,""
"chr7_112252440_112253395",2,0.117262573987178,0.548071128603497,2,1,1,"aCRE",FALSE,TRUE,0.665333702590674,FALSE,""
"chr7_113394621_113395566",2,0.687524129613295,0.597422178304252,1,2,2,"aCRE",FALSE,TRUE,1.28494630791755,FALSE,""
"chr7_826016_826943",2,0.250355616027571,0.414389855119668,1,2,2,"aCRE",TRUE,TRUE,0.66474547114724,FALSE,""
"chr7_114821076_114822450",2,0.416549078399553,0.416030759309809,1,1,2,"aCRE",FALSE,TRUE,0.832579837709362,FALSE,""
"chr7_116800688_116801866",2,0.242880716859805,0.297762977514226,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.540643694374031,FALSE,""
"chr7_116906784_116907689",2,0.443629679967067,0.262442647118035,1,2,2,"aCRE",FALSE,TRUE,0.706072327085102,FALSE,""
"chr7_117145069_117145925",2,0.500806201471413,0.358081290205774,1,2,2,"aCRE",FALSE,TRUE,0.858887491677187,FALSE,""
"chr7_117898658_117899515",2,0.332308790547203,0.337761766481805,1,2,2,"aCRE",FALSE,TRUE,0.670070557029008,FALSE,""
"chr7_118011344_118012264",2,0.507577137008452,0.259111818093202,1,2,2,"aCRE",FALSE,TRUE,0.766688955101654,FALSE,""
"chr7_11742268_11743175",2,0.383451505396799,0.571090671794769,1,2,2,"aCRE",FALSE,TRUE,0.954542177191568,FALSE,""
"chr7_121436391_121437329",2,0.239893016071459,0.367490785086551,1,2,2,"aCRE",FALSE,TRUE,0.60738380115801,FALSE,""
"chr7_121620715_121621605",2,0.293573169124369,0.393443754966637,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.687016924091006,FALSE,""
"chr7_121938264_121939117",2,0.121971202270729,0.720043004958752,2,1,1,"aCRE",TRUE,TRUE,0.84201420722948,FALSE,""
"chr7_123207593_123208517",2,0.161222752123595,0.876941853865225,2,1,1,"aCRE",FALSE,TRUE,1.03816460598882,FALSE,""
"chr7_128420503_128421413",2,0.287484792118732,0.288085969271217,1,2,2,"aCRE",FALSE,TRUE,0.575570761389949,FALSE,""
"chr7_128703493_128704508",2,0.110061806187814,0.597715858359484,2,1,1,"aCRE",TRUE,TRUE,0.707777664547298,FALSE,""
"chr7_129170157_129170986",2,0.284394120405943,0.25735888289382,1,2,2,"aCRE",FALSE,TRUE,0.541753003299762,FALSE,""
"chr7_129294693_129295680",2,0.437954722637815,0.435440520561001,1,2,2,"aCRE",FALSE,TRUE,0.873395243198817,FALSE,""
"chr7_129788812_129789639",2,0.137648429090859,0.998905123872777,2,1,1,"aCRE",TRUE,TRUE,1.13655355296364,FALSE,""
"chr7_130387787_130388672",2,0.388251499203661,0.257880334653793,1,2,2,"aCRE",FALSE,TRUE,0.646131833857454,FALSE,""
"chr7_130488857_130489678",2,0.423512865921446,0.511100328616239,1,2,2,"aCRE",FALSE,TRUE,0.934613194537685,FALSE,""
"chr7_131605070_131606091",2,0.788037673008602,0.742513976337736,1,2,2,"aCRE",TRUE,TRUE,1.53055164934634,FALSE,""
"chr7_132828943_132829871",2,0.160992551484598,0.635147811785831,2,1,1,"aCRE",FALSE,TRUE,0.796140363270428,FALSE,""
"chr7_134702282_134703115",2,0.443556114115658,0.332523687231851,1,2,2,"aCRE",FALSE,TRUE,0.776079801347508,FALSE,""
"chr7_135323827_135324730",2,0.349541148861989,0.299288403846613,1,2,2,"aCRE",FALSE,TRUE,0.648829552708602,FALSE,""
"chr7_134834491_134835479",2,0.129330867609547,0.748809408662273,2,1,1,"aCRE",TRUE,TRUE,0.87814027627182,FALSE,""
"chr7_135075443_135076323",2,0.329054203604177,0.569440731497755,1,2,2,"aCRE",FALSE,TRUE,0.898494935101932,FALSE,""
"chr7_135562566_135563404",2,0.29844288599687,0.373491815409801,1,2,2,"aCRE",FALSE,TRUE,0.67193470140667,FALSE,""
"chr7_135561301_135562115",2,0.121820387811977,0.500621905241065,2,1,1,"aCRE",FALSE,TRUE,0.622442293053042,FALSE,""
"chr7_135727915_135728848",2,0.340868720368758,0.353482731663247,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.694351452032005,FALSE,""
"chr7_137150933_137151902",2,0.491552750673693,0.347725760499331,1,2,2,"aCRE",FALSE,TRUE,0.839278511173024,FALSE,""
"chr7_137955508_137956424",2,0.134116472640633,0.525261484374378,2,1,1,"aCRE",TRUE,TRUE,0.659377957015011,FALSE,""
