"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr19_40980530_40981382","POU5F1","chr19_41261994_41262860","tCRE","POU5F1__chr19_41261994_41262860",FALSE,"HNRNPUL1"
"chr19_42152064_42152889","MEIS1","chr19_41996861_41998302","tCRE","MEIS1__chr19_41996861_41998302",TRUE,"ONTG19000000205.1"
"chr19_42152064_42152889","MEIS1","chr19_42217261_42218139","tCRE","MEIS1__chr19_42217261_42218139",TRUE,"DEDD2"
"chr19_42152064_42152889","MEIS1","chr19_42176712_42177625","tCRE","MEIS1__chr19_42176712_42177625",TRUE,"ONTG19000000490.1"
"chr19_42152064_42152889","MEIS1","chr19_42316446_42317478","aCRE","MEIS1__chr19_42316446_42317478",TRUE,NA
"chr19_42152064_42152889","INSM1","chr19_41996861_41998302","tCRE","INSM1__chr19_41996861_41998302",TRUE,"ONTG19000000205.1"
"chr19_42152064_42152889","INSM1","chr19_42217261_42218139","tCRE","INSM1__chr19_42217261_42218139",TRUE,"DEDD2"
"chr19_42152064_42152889","INSM1","chr19_42176712_42177625","tCRE","INSM1__chr19_42176712_42177625",TRUE,"ONTG19000000490.1"
"chr19_42152064_42152889","INSM1","chr19_42316446_42317478","aCRE","INSM1__chr19_42316446_42317478",TRUE,NA
"chr19_42152064_42152889","ONECUT2","chr19_41996861_41998302","tCRE","ONECUT2__chr19_41996861_41998302",TRUE,"ONTG19000000205.1"
"chr19_42152064_42152889","ONECUT2","chr19_42217261_42218139","tCRE","ONECUT2__chr19_42217261_42218139",TRUE,"DEDD2"
"chr19_42152064_42152889","ONECUT2","chr19_42176712_42177625","tCRE","ONECUT2__chr19_42176712_42177625",TRUE,"ONTG19000000490.1"
"chr19_42152064_42152889","ONECUT2","chr19_42316446_42317478","aCRE","ONECUT2__chr19_42316446_42317478",TRUE,NA
"chr19_44718303_44719252","TEAD4","chr19_44954799_44955716","tCRE","TEAD4__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_44718303_44719252","TEAD4","chr19_44914717_44915623","tCRE","TEAD4__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_44718303_44719252","TEAD4","chr19_45074543_45075807","tCRE","TEAD4__chr19_45074543_45075807",TRUE,"GEMIN7"
"chr19_44718303_44719252","TEAD4","chr19_45038708_45039602","aCRE","TEAD4__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_44718303_44719252","TEAD4","chr19_44890397_44891358","tCRE","TEAD4__chr19_44890397_44891358",TRUE,"TOMM40"
"chr19_44718303_44719252","TEAD4","chr19_44807653_44809520","aCRE","TEAD4__chr19_44807653_44809520",TRUE,"BCAM"
"chr19_44718303_44719252","TEAD4","chr19_45074543_45075807","aCRE","TEAD4__chr19_45074543_45075807",TRUE,"GEMIN7"
"chr19_44718303_44719252","TEAD4","chr19_44906194_44907081","aCRE","TEAD4__chr19_44906194_44907081",TRUE,"ONTG19000000530.1"
"chr19_44718303_44719252","TEAD4","chr19_45075990_45076930","aCRE","TEAD4__chr19_45075990_45076930",TRUE,"ZNF296"
"chr19_44718303_44719252","TEAD4","chr19_44845592_44846531","tCRE","TEAD4__chr19_44845592_44846531",TRUE,"NECTIN2"
"chr19_44718303_44719252","TEAD4","chr19_44807653_44809520","tCRE","TEAD4__chr19_44807653_44809520",TRUE,"BCAM"
"chr19_44718303_44719252","TEAD4","chr19_44747111_44748040","aCRE","TEAD4__chr19_44747111_44748040",TRUE,"BCL3"
"chr19_44718303_44719252","TEAD4","chr19_44777443_44778400","tCRE","TEAD4__chr19_44777443_44778400",TRUE,"CBLC"
"chr19_44718303_44719252","TEAD4","chr19_44905217_44906085","aCRE","TEAD4__chr19_44905217_44906085",TRUE,"APOE"
"chr19_44718303_44719252","TEAD4","chr19_45077284_45078082","aCRE","TEAD4__chr19_45077284_45078082",TRUE,"ONTG19000000535.1"
"chr19_44718303_44719252","TEAD4","chr19_45075990_45076930","tCRE","TEAD4__chr19_45075990_45076930",TRUE,"ZNF296"
"chr19_44718303_44719252","TEAD4","chr19_44777443_44778400","aCRE","TEAD4__chr19_44777443_44778400",TRUE,"CBLC"
"chr19_44718303_44719252","FOXH1","chr19_44954799_44955716","tCRE","FOXH1__chr19_44954799_44955716",FALSE,"CLPTM1"
"chr19_44718303_44719252","FOXH1","chr19_44914717_44915623","tCRE","FOXH1__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_44718303_44719252","FOXH1","chr19_45074543_45075807","tCRE","FOXH1__chr19_45074543_45075807",TRUE,"GEMIN7"
"chr19_44718303_44719252","FOXH1","chr19_45038708_45039602","aCRE","FOXH1__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_44718303_44719252","FOXH1","chr19_44890397_44891358","tCRE","FOXH1__chr19_44890397_44891358",FALSE,"TOMM40"
"chr19_44718303_44719252","FOXH1","chr19_44807653_44809520","aCRE","FOXH1__chr19_44807653_44809520",FALSE,"BCAM"
"chr19_44718303_44719252","FOXH1","chr19_45074543_45075807","aCRE","FOXH1__chr19_45074543_45075807",TRUE,"GEMIN7"
"chr19_44718303_44719252","FOXH1","chr19_44906194_44907081","aCRE","FOXH1__chr19_44906194_44907081",FALSE,"ONTG19000000530.1"
"chr19_44718303_44719252","FOXH1","chr19_45075990_45076930","aCRE","FOXH1__chr19_45075990_45076930",FALSE,"ZNF296"
"chr19_44718303_44719252","FOXH1","chr19_44845592_44846531","tCRE","FOXH1__chr19_44845592_44846531",TRUE,"NECTIN2"
"chr19_44718303_44719252","FOXH1","chr19_44807653_44809520","tCRE","FOXH1__chr19_44807653_44809520",FALSE,"BCAM"
"chr19_44718303_44719252","FOXH1","chr19_44747111_44748040","aCRE","FOXH1__chr19_44747111_44748040",TRUE,"BCL3"
"chr19_44718303_44719252","FOXH1","chr19_44777443_44778400","tCRE","FOXH1__chr19_44777443_44778400",FALSE,"CBLC"
"chr19_44718303_44719252","FOXH1","chr19_44905217_44906085","aCRE","FOXH1__chr19_44905217_44906085",FALSE,"APOE"
"chr19_44718303_44719252","FOXH1","chr19_45077284_45078082","aCRE","FOXH1__chr19_45077284_45078082",TRUE,"ONTG19000000535.1"
"chr19_44718303_44719252","FOXH1","chr19_45075990_45076930","tCRE","FOXH1__chr19_45075990_45076930",FALSE,"ZNF296"
"chr19_44718303_44719252","FOXH1","chr19_44777443_44778400","aCRE","FOXH1__chr19_44777443_44778400",FALSE,"CBLC"
"chr19_45322126_45323038","SNAI2","chr19_44954799_44955716","tCRE","SNAI2__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_45322126_45323038","SNAI2","chr19_45496641_45497519","tCRE","SNAI2__chr19_45496641_45497519",TRUE,"RTN2"
"chr19_45322126_45323038","SNAI2","chr19_45423284_45424213","tCRE","SNAI2__chr19_45423284_45424213",TRUE,"ERCC1"
"chr19_45322126_45323038","SNAI2","chr19_44914717_44915623","tCRE","SNAI2__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_45322126_45323038","SNAI2","chr19_45450443_45451358","tCRE","SNAI2__chr19_45450443_45451358",TRUE,"ONTG19000000923.1"
"chr19_45322126_45323038","SNAI2","chr19_45472410_45473303","aCRE","SNAI2__chr19_45472410_45473303",TRUE,"ONTG19000000546.1"
"chr19_45322126_45323038","SNAI2","chr19_45038708_45039602","aCRE","SNAI2__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_45322126_45323038","SNAI2","chr19_45166382_45167401","aCRE","SNAI2__chr19_45166382_45167401",TRUE,"ONTG19000000537.1"
"chr19_45322126_45323038","SNAI2","chr19_45492448_45493952","tCRE","SNAI2__chr19_45492448_45493952",TRUE,"RTN2"
"chr19_45322126_45323038","GLIS3","chr19_44954799_44955716","tCRE","GLIS3__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_45322126_45323038","GLIS3","chr19_45496641_45497519","tCRE","GLIS3__chr19_45496641_45497519",TRUE,"RTN2"
"chr19_45322126_45323038","GLIS3","chr19_45423284_45424213","tCRE","GLIS3__chr19_45423284_45424213",TRUE,"ERCC1"
"chr19_45322126_45323038","GLIS3","chr19_44914717_44915623","tCRE","GLIS3__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_45322126_45323038","GLIS3","chr19_45450443_45451358","tCRE","GLIS3__chr19_45450443_45451358",TRUE,"ONTG19000000923.1"
"chr19_45322126_45323038","GLIS3","chr19_45472410_45473303","aCRE","GLIS3__chr19_45472410_45473303",TRUE,"ONTG19000000546.1"
"chr19_45322126_45323038","GLIS3","chr19_45038708_45039602","aCRE","GLIS3__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_45322126_45323038","GLIS3","chr19_45166382_45167401","aCRE","GLIS3__chr19_45166382_45167401",TRUE,"ONTG19000000537.1"
"chr19_45322126_45323038","GLIS3","chr19_45492448_45493952","tCRE","GLIS3__chr19_45492448_45493952",TRUE,"RTN2"
"chr19_45322126_45323038","MAF","chr19_44954799_44955716","tCRE","MAF__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_45322126_45323038","MAF","chr19_45496641_45497519","tCRE","MAF__chr19_45496641_45497519",TRUE,"RTN2"
"chr19_45322126_45323038","MAF","chr19_45423284_45424213","tCRE","MAF__chr19_45423284_45424213",TRUE,"ERCC1"
"chr19_45322126_45323038","MAF","chr19_44914717_44915623","tCRE","MAF__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_45322126_45323038","MAF","chr19_45450443_45451358","tCRE","MAF__chr19_45450443_45451358",TRUE,"ONTG19000000923.1"
"chr19_45322126_45323038","MAF","chr19_45472410_45473303","aCRE","MAF__chr19_45472410_45473303",TRUE,"ONTG19000000546.1"
"chr19_45322126_45323038","MAF","chr19_45038708_45039602","aCRE","MAF__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_45322126_45323038","MAF","chr19_45166382_45167401","aCRE","MAF__chr19_45166382_45167401",TRUE,"ONTG19000000537.1"
"chr19_45322126_45323038","MAF","chr19_45492448_45493952","tCRE","MAF__chr19_45492448_45493952",TRUE,"RTN2"
"chr19_45322126_45323038","ZIC1","chr19_44954799_44955716","tCRE","ZIC1__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_45322126_45323038","ZIC1","chr19_45496641_45497519","tCRE","ZIC1__chr19_45496641_45497519",TRUE,"RTN2"
"chr19_45322126_45323038","ZIC1","chr19_45423284_45424213","tCRE","ZIC1__chr19_45423284_45424213",TRUE,"ERCC1"
"chr19_45322126_45323038","ZIC1","chr19_44914717_44915623","tCRE","ZIC1__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_45322126_45323038","ZIC1","chr19_45450443_45451358","tCRE","ZIC1__chr19_45450443_45451358",TRUE,"ONTG19000000923.1"
"chr19_45322126_45323038","ZIC1","chr19_45472410_45473303","aCRE","ZIC1__chr19_45472410_45473303",TRUE,"ONTG19000000546.1"
"chr19_45322126_45323038","ZIC1","chr19_45038708_45039602","aCRE","ZIC1__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_45322126_45323038","ZIC1","chr19_45166382_45167401","aCRE","ZIC1__chr19_45166382_45167401",TRUE,"ONTG19000000537.1"
"chr19_45322126_45323038","ZIC1","chr19_45492448_45493952","tCRE","ZIC1__chr19_45492448_45493952",TRUE,"RTN2"
"chr19_45322126_45323038","HAND1","chr19_44954799_44955716","tCRE","HAND1__chr19_44954799_44955716",TRUE,"CLPTM1"
"chr19_45322126_45323038","HAND1","chr19_45496641_45497519","tCRE","HAND1__chr19_45496641_45497519",TRUE,"RTN2"
"chr19_45322126_45323038","HAND1","chr19_45423284_45424213","tCRE","HAND1__chr19_45423284_45424213",TRUE,"ERCC1"
"chr19_45322126_45323038","HAND1","chr19_44914717_44915623","tCRE","HAND1__chr19_44914717_44915623",TRUE,"APOC1"
"chr19_45322126_45323038","HAND1","chr19_45450443_45451358","tCRE","HAND1__chr19_45450443_45451358",TRUE,"ONTG19000000923.1"
"chr19_45322126_45323038","HAND1","chr19_45472410_45473303","aCRE","HAND1__chr19_45472410_45473303",TRUE,"ONTG19000000546.1"
"chr19_45322126_45323038","HAND1","chr19_45038708_45039602","aCRE","HAND1__chr19_45038708_45039602",TRUE,"CLASRP"
"chr19_45322126_45323038","HAND1","chr19_45166382_45167401","aCRE","HAND1__chr19_45166382_45167401",TRUE,"ONTG19000000537.1"
"chr19_45322126_45323038","HAND1","chr19_45492448_45493952","tCRE","HAND1__chr19_45492448_45493952",TRUE,"RTN2"
"chr19_46944654_46945581","SIX1","chr19_46635889_46636708","tCRE","SIX1__chr19_46635889_46636708",TRUE,"GNG8"
"chr19_46944654_46945581","SIX1","chr19_46850459_46851301","tCRE","SIX1__chr19_46850459_46851301",TRUE,"AP2S1"
"chr19_48859770_48860788","SP8","chr19_48695785_48696984","tCRE","SP8__chr19_48695785_48696984",FALSE,"FUT2"
"chr19_48859770_48860788","SP8","chr19_49084880_49085778","tCRE","SP8__chr19_49084880_49085778",FALSE,"SNRNP70"
"chr19_48859770_48860788","SP8","chr19_48752441_48753404","tCRE","SP8__chr19_48752441_48753404",FALSE,"FUT1"
"chr19_48859770_48860788","SP8","chr19_48695785_48696984","aCRE","SP8__chr19_48695785_48696984",FALSE,"FUT2"
"chr19_48859770_48860788","SP8","chr19_48637250_48638078","tCRE","SP8__chr19_48637250_48638078",FALSE,"DBP"
"chr19_48859770_48860788","SP8","chr19_48810558_48811489","tCRE","SP8__chr19_48810558_48811489",FALSE,"BCAT2"
"chr19_48868360_48869290","IRF9","chr19_48899671_48900705","tCRE","IRF9__chr19_48899671_48900705",TRUE,"NUCB1"
"chr19_48868360_48869290","IRF9","chr19_49118609_49119569","tCRE","IRF9__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_48868360_48869290","IRF9","chr19_48964926_48965659","tCRE","IRF9__chr19_48964926_48965659",TRUE,"FTL"
"chr19_48868360_48869290","IRF9","chr19_49064687_49065686","tCRE","IRF9__chr19_49064687_49065686",TRUE,"NTF4"
"chr19_48868360_48869290","IRF9","chr19_48810558_48811489","aCRE","IRF9__chr19_48810558_48811489",TRUE,"BCAT2"
"chr19_48868360_48869290","IRF9","chr19_48836702_48837693","aCRE","IRF9__chr19_48836702_48837693",TRUE,"ONTG19000001002.1"
"chr19_48868360_48869290","IRF9","chr19_48618895_48619813","tCRE","IRF9__chr19_48618895_48619813",TRUE,"RPL18"
"chr19_48868360_48869290","NHLH1","chr19_48899671_48900705","tCRE","NHLH1__chr19_48899671_48900705",TRUE,"NUCB1"
"chr19_48868360_48869290","NHLH1","chr19_49118609_49119569","tCRE","NHLH1__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_48868360_48869290","NHLH1","chr19_48964926_48965659","tCRE","NHLH1__chr19_48964926_48965659",TRUE,"FTL"
"chr19_48868360_48869290","NHLH1","chr19_49064687_49065686","tCRE","NHLH1__chr19_49064687_49065686",TRUE,"NTF4"
"chr19_48868360_48869290","NHLH1","chr19_48810558_48811489","aCRE","NHLH1__chr19_48810558_48811489",TRUE,"BCAT2"
"chr19_48868360_48869290","NHLH1","chr19_48836702_48837693","aCRE","NHLH1__chr19_48836702_48837693",TRUE,"ONTG19000001002.1"
"chr19_48868360_48869290","NHLH1","chr19_48618895_48619813","tCRE","NHLH1__chr19_48618895_48619813",TRUE,"RPL18"
"chr19_49104147_49105427","NEUROD1","chr19_48871935_48872799","tCRE","NEUROD1__chr19_48871935_48872799",TRUE,"PPP1R15A"
"chr19_49104147_49105427","NEUROD1","chr19_49118609_49119569","tCRE","NEUROD1__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_49104147_49105427","NEUROD1","chr19_49441077_49441936","tCRE","NEUROD1__chr19_49441077_49441936",TRUE,"SLC17A7"
"chr19_49104147_49105427","NEUROD1","chr19_49113719_49114781","tCRE","NEUROD1__chr19_49113719_49114781",TRUE,"LIN7B"
"chr19_49104147_49105427","NEUROD1","chr19_49362082_49362587","tCRE","NEUROD1__chr19_49362082_49362587",TRUE,"TEAD2"
"chr19_49104147_49105427","NEUROD1","chr19_49580137_49581052","tCRE","NEUROD1__chr19_49580137_49581052",TRUE,"NOSIP"
"chr19_49104147_49105427","NEUROD1","chr19_49495759_49496689","tCRE","NEUROD1__chr19_49495759_49496689",TRUE,"RPS11"
"chr19_49104147_49105427","NEUROD1","chr19_49064687_49065686","tCRE","NEUROD1__chr19_49064687_49065686",TRUE,"NTF4"
"chr19_49104147_49105427","NEUROD1","chr19_49361211_49362034","tCRE","NEUROD1__chr19_49361211_49362034",TRUE,"DKKL1"
"chr19_49104147_49105427","NEUROD1","chr19_49148997_49149890","aCRE","NEUROD1__chr19_49148997_49149890",TRUE,"PPFIA3"
"chr19_49155178_49156296","SIX1","chr19_49473697_49474626","tCRE","SIX1__chr19_49473697_49474626",TRUE,"FLT3LG"
"chr19_49155178_49156296","SIX1","chr19_49362082_49362587","tCRE","SIX1__chr19_49362082_49362587",TRUE,"TEAD2"
"chr19_49155178_49156296","SIX1","chr19_49441077_49441936","tCRE","SIX1__chr19_49441077_49441936",FALSE,"SLC17A7"
"chr19_49155178_49156296","SIX1","chr19_49113719_49114781","tCRE","SIX1__chr19_49113719_49114781",TRUE,"LIN7B"
"chr19_49155178_49156296","SIX1","chr19_49495759_49496689","tCRE","SIX1__chr19_49495759_49496689",TRUE,"RPS11"
"chr19_49155178_49156296","SIX1","chr19_49118609_49119569","tCRE","SIX1__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_49155178_49156296","HES6","chr19_49473697_49474626","tCRE","HES6__chr19_49473697_49474626",TRUE,"FLT3LG"
"chr19_49155178_49156296","HES6","chr19_49362082_49362587","tCRE","HES6__chr19_49362082_49362587",TRUE,"TEAD2"
"chr19_49155178_49156296","HES6","chr19_49441077_49441936","tCRE","HES6__chr19_49441077_49441936",TRUE,"SLC17A7"
"chr19_49155178_49156296","HES6","chr19_49113719_49114781","tCRE","HES6__chr19_49113719_49114781",TRUE,"LIN7B"
"chr19_49155178_49156296","HES6","chr19_49495759_49496689","tCRE","HES6__chr19_49495759_49496689",TRUE,"RPS11"
"chr19_49155178_49156296","HES6","chr19_49118609_49119569","tCRE","HES6__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_49155178_49156296","NHLH1","chr19_49473697_49474626","tCRE","NHLH1__chr19_49473697_49474626",TRUE,"FLT3LG"
"chr19_49155178_49156296","NHLH1","chr19_49362082_49362587","tCRE","NHLH1__chr19_49362082_49362587",TRUE,"TEAD2"
"chr19_49155178_49156296","NHLH1","chr19_49441077_49441936","tCRE","NHLH1__chr19_49441077_49441936",FALSE,"SLC17A7"
"chr19_49155178_49156296","NHLH1","chr19_49113719_49114781","tCRE","NHLH1__chr19_49113719_49114781",TRUE,"LIN7B"
"chr19_49155178_49156296","NHLH1","chr19_49495759_49496689","tCRE","NHLH1__chr19_49495759_49496689",TRUE,"RPS11"
"chr19_49155178_49156296","NHLH1","chr19_49118609_49119569","tCRE","NHLH1__chr19_49118609_49119569",TRUE,"C19ORF73"
"chr19_50292065_50292965","SP8","chr19_50419234_50420099","tCRE","SP8__chr19_50419234_50420099",TRUE,"SPIB"
"chr19_50292065_50292965","SP8","chr19_50266661_50267589","aCRE","SP8__chr19_50266661_50267589",FALSE,NA
"chr19_50292065_50292965","SP8","chr19_50313793_50314662","aCRE","SP8__chr19_50313793_50314662",FALSE,"ONTG19000000007.1"
"chr19_51354313_51355250","MEIS1","chr19_51393912_51394874","tCRE","MEIS1__chr19_51393912_51394874",TRUE,"ENSG00000268889.2"
"chr19_51354313_51355250","MEIS1","chr19_51421658_51422586","aCRE","MEIS1__chr19_51421658_51422586",TRUE,NA
"chr19_51354313_51355250","MEIS1","chr19_51593970_51594947","aCRE","MEIS1__chr19_51593970_51594947",TRUE,"ENSG00000269388.1"
"chr19_51354313_51355250","MEIS1","chr19_51593970_51594947","tCRE","MEIS1__chr19_51593970_51594947",TRUE,"ENSG00000269388.1"
"chr19_51354313_51355250","MEIS1","chr19_51367305_51368184","tCRE","MEIS1__chr19_51367305_51368184",TRUE,"CLDND2"
"chr19_51354313_51355250","MEIS1","chr19_51311068_51312046","tCRE","MEIS1__chr19_51311068_51312046",TRUE,"IGLON5"
"chr19_51354313_51355250","MEIS1","chr19_51607676_51608603","aCRE","MEIS1__chr19_51607676_51608603",TRUE,NA
"chr19_51354313_51355250","MEIS1","chr19_51390208_51391206","tCRE","MEIS1__chr19_51390208_51391206",TRUE,"C19ORF84"
"chr19_51354313_51355250","MEIS1","chr19_51552906_51553834","aCRE","MEIS1__chr19_51552906_51553834",TRUE,NA
"chr19_51354313_51355250","REST","chr19_51393912_51394874","tCRE","REST__chr19_51393912_51394874",TRUE,"ENSG00000268889.2"
"chr19_51354313_51355250","REST","chr19_51421658_51422586","aCRE","REST__chr19_51421658_51422586",TRUE,NA
"chr19_51354313_51355250","REST","chr19_51593970_51594947","aCRE","REST__chr19_51593970_51594947",TRUE,"ENSG00000269388.1"
"chr19_51354313_51355250","REST","chr19_51593970_51594947","tCRE","REST__chr19_51593970_51594947",TRUE,"ENSG00000269388.1"
"chr19_51354313_51355250","REST","chr19_51367305_51368184","tCRE","REST__chr19_51367305_51368184",TRUE,"CLDND2"
"chr19_51354313_51355250","REST","chr19_51311068_51312046","tCRE","REST__chr19_51311068_51312046",TRUE,"IGLON5"
"chr19_51354313_51355250","REST","chr19_51607676_51608603","aCRE","REST__chr19_51607676_51608603",TRUE,NA
"chr19_51354313_51355250","REST","chr19_51390208_51391206","tCRE","REST__chr19_51390208_51391206",TRUE,"C19ORF84"
"chr19_51354313_51355250","REST","chr19_51552906_51553834","aCRE","REST__chr19_51552906_51553834",TRUE,NA
"chr19_54011462_54012318","STAT2","chr19_53980877_53981309","aCRE","STAT2__chr19_53980877_53981309",TRUE,NA
"chr19_54011462_54012318","STAT2","chr19_54189440_54190341","tCRE","STAT2__chr19_54189440_54190341",TRUE,"MBOAT7"
"chr19_54011462_54012318","STAT2","chr19_54159426_54160349","tCRE","STAT2__chr19_54159426_54160349",TRUE,"LENG1"
"chr19_54011462_54012318","STAT2","chr19_54115038_54115998","tCRE","STAT2__chr19_54115038_54115998",TRUE,"TFPT"
"chr19_54011462_54012318","STAT2","chr19_53830534_53831808","aCRE","STAT2__chr19_53830534_53831808",TRUE,"ONTG19000000056.1"
"chr19_54011462_54012318","STAT2","chr19_54095680_54096538","tCRE","STAT2__chr19_54095680_54096538",TRUE,"ONTG19000000064.1"
"chr19_54011462_54012318","STAT2","chr19_53942018_53943002","aCRE","STAT2__chr19_53942018_53943002",TRUE,"ONTG19000001385.1"
"chr19_54011462_54012318","STAT2","chr19_53867192_53868130","aCRE","STAT2__chr19_53867192_53868130",TRUE,"MYADM"
"chr19_54011462_54012318","STAT2","chr19_54161980_54162884","aCRE","STAT2__chr19_54161980_54162884",TRUE,"TMC4"
"chr19_54011462_54012318","STAT2","chr19_53830534_53831808","tCRE","STAT2__chr19_53830534_53831808",TRUE,"ONTG19000000056.1"
"chr19_54011462_54012318","STAT2","chr19_53898412_53899473","aCRE","STAT2__chr19_53898412_53899473",TRUE,NA
"chr19_54011462_54012318","STAT2","chr19_54190472_54191305","tCRE","STAT2__chr19_54190472_54191305",TRUE,"TSEN34"
"chr19_54011462_54012318","PRDM14","chr19_53980877_53981309","aCRE","PRDM14__chr19_53980877_53981309",TRUE,NA
"chr19_54011462_54012318","PRDM14","chr19_54189440_54190341","tCRE","PRDM14__chr19_54189440_54190341",TRUE,"MBOAT7"
"chr19_54011462_54012318","PRDM14","chr19_54159426_54160349","tCRE","PRDM14__chr19_54159426_54160349",TRUE,"LENG1"
"chr19_54011462_54012318","PRDM14","chr19_54115038_54115998","tCRE","PRDM14__chr19_54115038_54115998",TRUE,"TFPT"
"chr19_54011462_54012318","PRDM14","chr19_53830534_53831808","aCRE","PRDM14__chr19_53830534_53831808",TRUE,"ONTG19000000056.1"
"chr19_54011462_54012318","PRDM14","chr19_54095680_54096538","tCRE","PRDM14__chr19_54095680_54096538",TRUE,"ONTG19000000064.1"
"chr19_54011462_54012318","PRDM14","chr19_53942018_53943002","aCRE","PRDM14__chr19_53942018_53943002",TRUE,"ONTG19000001385.1"
"chr19_54011462_54012318","PRDM14","chr19_53867192_53868130","aCRE","PRDM14__chr19_53867192_53868130",TRUE,"MYADM"
"chr19_54011462_54012318","PRDM14","chr19_54161980_54162884","aCRE","PRDM14__chr19_54161980_54162884",TRUE,"TMC4"
"chr19_54011462_54012318","PRDM14","chr19_53830534_53831808","tCRE","PRDM14__chr19_53830534_53831808",TRUE,"ONTG19000000056.1"
"chr19_54011462_54012318","PRDM14","chr19_53898412_53899473","aCRE","PRDM14__chr19_53898412_53899473",TRUE,NA
